Title,Description,Reference,Category,Applicability,Status,Verification,Author,Reviewer,Parent,Justification
RM-UI-0019 GET /change_password shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /change_password requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0019,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/auth.rs (change_password_page)
RM-UI-0020 POST /change_password route shall exist,The system shall expose the POST /change_password route. Acceptance: authorized requests to /change_password using HTTP POST do not return HTTP 404.,RM-UI-0020,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/auth.rs (change_password)
RM-UI-0021 POST /change_password shall be accessible without authentication,"The system shall allow unauthenticated clients to access POST /change_password. Acceptance: when no session cookie is provided, the route returns a 2xx/3xx response.",RM-UI-0021,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/auth.rs (change_password)
RM-UI-0022 POST /change_password shall return a redirect response,The system shall return a redirect response for successful POST /change_password requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0022,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/auth.rs (change_password)
RM-UI-0023 GET / route shall exist,The system shall expose the GET / route. Acceptance: authorized requests to / using HTTP GET do not return HTTP 404.,RM-UI-0023,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/dashboard.rs (index)
RM-UI-0024 GET / shall require authentication,"The system shall restrict GET / to authenticated users. Acceptance: when no session cookie is provided, the route returns HTTP 401 Unauthorized.",RM-UI-0024,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/dashboard.rs (index); src/auth/guards.rs (SessionUser)
RM-UI-0025 GET / shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET / requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0025,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/dashboard.rs (index)
RM-UI-0026 GET /status route shall exist,The system shall expose the GET /status route. Acceptance: authorized requests to /status using HTTP GET do not return HTTP 404.,RM-UI-0026,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/dashboard.rs (show_status)
RM-UI-0027 GET /status shall be accessible without authentication,"The system shall allow unauthenticated clients to access GET /status. Acceptance: when no session cookie is provided, the route returns a 2xx/3xx response.",RM-UI-0027,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/dashboard.rs (show_status)
RM-UI-0028 GET /status shall return an HTML response,The system shall return an HTML response for successful GET /status requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0028,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/dashboard.rs (show_status)
RM-UI-0029 GET /projects route shall exist,The system shall expose the GET /projects route. Acceptance: authorized requests to /projects using HTTP GET do not return HTTP 404.,RM-UI-0029,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (show_projects)
RM-UI-0030 GET /projects shall require authentication,"The system shall restrict GET /projects to authenticated users. Acceptance: when no session cookie is provided, the route returns HTTP 401 Unauthorized.",RM-UI-0030,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (show_projects); src/auth/guards.rs (SessionUser)
RM-UI-0031 GET /projects shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /projects requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0031,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (show_projects)
RM-UI-0032 GET /new_project route shall exist,The system shall expose the GET /new_project route. Acceptance: authorized requests to /new_project using HTTP GET do not return HTTP 404.,RM-UI-0032,User Interface,Administrators,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (new_project)
RM-UI-0033 GET /new_project shall require administrator privileges,The system shall restrict GET /new_project to authenticated administrators. Acceptance: a non-admin authenticated user receives HTTP 403 Forbidden.,RM-UI-0033,User Interface,Administrators,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (new_project); src/auth/guards.rs (AdminOnly)
RM-UI-0034 GET /new_project shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /new_project requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0034,User Interface,Administrators,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (new_project)
RM-UI-0035 POST /new_project route shall exist,The system shall expose the POST /new_project route. Acceptance: authorized requests to /new_project using HTTP POST do not return HTTP 404.,RM-UI-0035,User Interface,Administrators,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (post_project)
RM-UI-0036 POST /new_project shall require administrator privileges,The system shall restrict POST /new_project to authenticated administrators. Acceptance: a non-admin authenticated user receives HTTP 403 Forbidden.,RM-UI-0036,User Interface,Administrators,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (post_project); src/auth/guards.rs (AdminOnly)
RM-UI-0037 POST /new_project shall return a redirect response,The system shall return a redirect response for successful POST /new_project requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0037,User Interface,Administrators,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/projects.rs (post_project)
RM-UI-0038 GET /p/<project_id>/import_excel route shall exist,The system shall expose the GET /p/<project_id>/import_excel route. Acceptance: authorized requests to /p/<project_id>/import_excel using HTTP GET do not return HTTP 404.,RM-UI-0038,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (import_excel_page)
RM-UI-0039 GET /p/<project_id>/import_excel shall require authentication,"The system shall restrict GET /p/<project_id>/import_excel to authenticated users. Acceptance: when no session cookie is provided, the route returns HTTP 401 Unauthorized.",RM-UI-0039,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (import_excel_page); src/auth/guards.rs (SessionUser)
RM-UI-0040 GET /p/<project_id>/import_excel shall return an HTML response,The system shall return an HTML response for successful GET /p/<project_id>/import_excel requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0040,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (import_excel_page)
RM-UI-0041 POST /p/<project_id>/import_excel/upload route shall exist,The system shall expose the POST /p/<project_id>/import_excel/upload route. Acceptance: authorized requests to /p/<project_id>/import_excel/upload using HTTP POST do not return HTTP 404.,RM-UI-0041,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (upload_excel_file)
RM-UI-0042 POST /p/<project_id>/import_excel/upload shall require authentication,"The system shall restrict POST /p/<project_id>/import_excel/upload to authenticated users. Acceptance: when no session cookie is provided, the route returns HTTP 401 Unauthorized.",RM-UI-0042,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (upload_excel_file); src/auth/guards.rs (SessionUser)
RM-UI-0043 POST /p/<project_id>/import_excel/upload shall return an HTML response,The system shall return an HTML response for successful POST /p/<project_id>/import_excel/upload requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0043,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (upload_excel_file)
RM-UI-0044 POST /p/<project_id>/import_excel/process route shall exist,The system shall expose the POST /p/<project_id>/import_excel/process route. Acceptance: authorized requests to /p/<project_id>/import_excel/process using HTTP POST do not return HTTP 404.,RM-UI-0044,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/excel.rs (process_excel_import)
